order_id,source_customer_ref,channel,store_location,purchase_date,payment_token,item_id,size,color,qty,price_paid,sale_flag
ORD-000059,ECOM-00003,online,,2026-06-24,,SKU-001,32,Indigo,1,168.0,False
ORD-000060,POS-00013,in_store,SoHo,7/4/2026,,SKU-009,30,Black,1,118.46,True
ORD-000061,POS-00012,in_store,SoHo,11/29/2025,TOK-00090,SKU-006,31,Indigo,1,188.0,False
ORD-000062,ECOM-00003,online,,2026-04-08,,SKU-007,30,Raw Denim,1,168.0,False
ORD-000063,ECOM-00003,online,,2026-04-30,,SKU-009,27,White,1,168.0,False
ORD-000064,ECOM-00004,online,,2025-07-12,TOK-00083,SKU-014,M,Stone Wash,2,276.0,False
ORD-000065,ECOM-00004,online,,2025-06-11,TOK-00083,SKU-005,33,Vintage Blue,1,116.41,True
ORD-000066,ECOM-00004,online,,2025-08-07,TOK-00083,SKU-014,L,Black,1,138.0,False
ORD-000067,ECOM-00005,online,,2024-09-12,,SKU-016,XS,Black,1,115.24,True
ORD-000068,ECOM-00005,online,,2026-01-17,,SKU-011,L,Stone Wash,1,228.0,False
ORD-000069,ECOM-00005,online,,2024-05-30,,SKU-013,XS,Black,1,218.0,False
ORD-000070,ECOM-00005,online,,2025-08-12,,SKU-004,31,Vintage Blue,1,198.0,False
ORD-000071,ECOM-00005,online,,2025-11-06,,SKU-009,29,Indigo,1,168.0,False
ORD-000072,ECOM-00005,online,,2026-03-08,,SKU-007,33,Raw Denim,1,168.0,False
ORD-000073,ECOM-00005,online,,2026-06-20,,SKU-010,29,White,1,208.0,False
ORD-000074,ECOM-00005,online,,2026-05-06,,SKU-015,XS,Raw Denim,1,208.0,False
ORD-000075,ECOM-00005,online,,2024-09-07,,SKU-006,34,White,1,188.0,False
ORD-000076,ECOM-00005,online,,2025-05-31,,SKU-003,25,Black,1,178.0,False
ORD-000077,POS-00014,in_store,Madison Ave,15 Mar 2026,,SKU-012,XL,Raw Denim,1,149.95,True
ORD-000078,POS-00014,in_store,Madison Ave,09 Sep 2025,,SKU-013,XS,Indigo,1,218.0,False
ORD-000079,POS-00015,in_store,Bleecker,1/23/2026,,SKU-003,25,White,1,139.96,True
ORD-000080,ECOM-00006,online,,2025-09-05,TOK-00142,SKU-015,S,Black,1,126.26,True
ORD-000081,ECOM-00006,online,,2025-11-19,TOK-00142,SKU-011,L,Raw Denim,2,456.0,False
ORD-000082,ECOM-00006,online,,2025-08-24,TOK-00142,SKU-015,S,Black,1,208.0,False
ORD-000083,ECOM-00006,online,,2026-06-19,TOK-00142,SKU-014,XL,Stone Wash,2,276.0,False
ORD-000084,POS-00016,in_store,Flatiron,1/25/2026,,SKU-009,26,White,1,168.0,False
ORD-000085,POS-00016,in_store,Flatiron,3/8/2026,,SKU-016,L,Stone Wash,1,148.0,False
ORD-000086,POS-00016,in_store,,5/30/2026,,SKU-012,S,Raw Denim,2,496.0,False
ORD-000087,POS-00016,in_store,Flatiron,5/15/2026,,SKU-013,S,Stone Wash,1,218.0,False
ORD-000088,POS-00016,in_store,Flatiron,5/17/2026,,SKU-009,30,Black,2,221.06,True
ORD-000089,POS-00016,in_store,Flatiron,1/16/2026,,SKU-016,S,Stone Wash,1,104.64,True
ORD-000090,POS-00016,in_store,SoHo,1/15/2026,,SKU-015,XS,Black,1,133.84,True
ORD-000091,POS-00016,in_store,Flatiron,5/31/2026,,SKU-012,L,Indigo,1,248.0,False
ORD-000092,ECOM-00007,online,,2025-03-20,,SKU-016,S,Black,2,296.0,False
ORD-000093,POS-00017,in_store,Madison Ave,31 Jul 2025,,SKU-015,S,Indigo,1,208.0,False
ORD-000094,POS-00017,in_store,Madison Ave,04 Oct 2025,,SKU-006,34,Vintage Blue,1,188.0,False
ORD-000095,POS-00017,in_store,Madison Ave,20 Sep 2025,,SKU-002,34,Black,2,356.0,False
ORD-000096,POS-00017,in_store,Madison Ave,28 Aug 2025,,SKU-013,S,Indigo,2,436.0,False
ORD-000097,ECOM-00007,online,,2026-01-30,,SKU-005,29,Indigo,1,178.0,False
ORD-000098,ECOM-00007,online,,2025-08-04,,SKU-002,24,White,1,178.0,False
ORD-000099,POS-00018,in_store,SoHo,2/23/2026,,SKU-012,L,Black,1,248.0,False
ORD-000100,POS-00018,in_store,SoHo,1/5/2026,,SKU-015,XL,Stone Wash,1,208.0,False
ORD-000101,POS-00018,in_store,SoHo,3/18/2026,,SKU-009,33,Raw Denim,1,168.0,False
ORD-000102,POS-00018,in_store,SoHo,3/3/2026,,SKU-015,XS,Raw Denim,1,208.0,False
ORD-000103,POS-00018,in_store,Bleecker,3/18/2026,,SKU-013,S,Raw Denim,1,143.14,True
ORD-000104,POS-00018,in_store,SoHo,1/23/2026,,SKU-003,24,Black,1,110.61,True
ORD-000105,POS-00019,in_store,SoHo,10/1/2025,TOK-00040,SKU-009,24,White,1,168.0,False
ORD-000106,POS-00019,in_store,Bleecker,2/11/2026,TOK-00040,SKU-003,31,Vintage Blue,1,178.0,False
ORD-000107,POS-00019,in_store,Madison Ave,02 Jan 2026,TOK-00040,SKU-002,25,White,1,178.0,False
ORD-000108,POS-00019,in_store,SoHo,12/3/2024,TOK-00040,SKU-007,27,Raw Denim,1,168.0,False
ORD-000109,POS-00019,in_store,SoHo,11/3/2025,TOK-00040,SKU-004,34,Raw Denim,1,198.0,False
ORD-000110,POS-00019,in_store,Bleecker,7/1/2026,TOK-00040,SKU-013,XL,Stone Wash,1,218.0,False
ORD-000111,POS-00020,in_store,SoHo,12/21/2025,,SKU-011,M,Raw Denim,1,228.0,False
ORD-000112,POS-00020,in_store,Madison Ave,28 Dec 2025,,SKU-013,XL,Stone Wash,1,218.0,False
ORD-000113,POS-00020,in_store,Madison Ave,01 Apr 2025,,SKU-001,32,Black,2,336.0,False
ORD-000114,POS-00020,in_store,Bleecker,5/27/2026,,SKU-009,32,Raw Denim,1,168.0,False
ORD-000115,POS-00020,in_store,Madison Ave,05 Nov 2025,,SKU-005,28,White,2,356.0,False
ORD-000116,POS-00020,in_store,Madison Ave,01 Jan 2026,,SKU-007,25,Vintage Blue,1,168.0,False
ORD-000117,POS-00020,in_store,Madison Ave,13 Jan 2026,,SKU-002,33,Stone Wash,1,134.24,True
ORD-000118,ECOM-00008,online,,2025-03-26,,SKU-004,27,Vintage Blue,1,198.0,False
ORD-000119,ECOM-00008,online,,2024-02-05,,SKU-013,XS,Stone Wash,1,218.0,False
ORD-000120,ECOM-00009,online,,2025-10-04,,SKU-008,26,Indigo,1,178.0,False
ORD-000121,ECOM-00009,online,,2026-05-10,,SKU-003,27,Stone Wash,1,178.0,False
ORD-000122,POS-00021,in_store,SoHo,3/3/2025,,SKU-009,25,Stone Wash,1,168.0,False
ORD-000123,POS-00021,in_store,SoHo,8/2/2025,,SKU-007,32,Raw Denim,2,336.0,False
ORD-000124,POS-00021,in_store,SoHo,4/13/2025,,SKU-014,L,Stone Wash,1,138.0,False
ORD-000125,ECOM-00009,online,,2025-05-02,,SKU-010,26,White,1,208.0,False
ORD-000126,POS-00021,in_store,SoHo,9/8/2025,,SKU-012,S,Indigo,1,195.87,True
ORD-000127,ECOM-00009,online,,2026-06-20,,SKU-010,24,White,1,143.52,True
ORD-000128,POS-00021,in_store,Bleecker,8/8/2025,,SKU-009,32,Stone Wash,1,168.0,False
ORD-000129,ECOM-00009,online,,2026-03-28,,SKU-001,30,Raw Denim,2,336.0,False
ORD-000130,POS-00021,in_store,SoHo,10/16/2025,,SKU-001,25,Stone Wash,1,168.0,False
ORD-000131,ECOM-00009,online,,2025-10-21,,SKU-004,24,White,2,396.0,False
ORD-000132,ECOM-00010,online,,2025-10-10,,SKU-011,L,Indigo,1,228.0,False
ORD-000133,POS-00022,in_store,Flatiron,2/13/2026,,SKU-016,L,Black,1,148.0,False
ORD-000134,POS-00022,in_store,Flatiron,1/29/2026,,SKU-002,34,White,2,356.0,False
ORD-000135,ECOM-00010,online,,2025-09-05,,SKU-009,27,Black,1,168.0,False
ORD-000136,POS-00022,in_store,Flatiron,4/30/2026,,SKU-008,30,Black,1,178.0,False
ORD-000137,POS-00022,in_store,Flatiron,7/24/2025,,SKU-005,33,Raw Denim,1,178.0,False
ORD-000138,POS-00023,in_store,SoHo,6/16/2026,,SKU-006,29,Indigo,1,188.0,False
ORD-000139,POS-00023,in_store,,5/3/2026,,SKU-011,L,Raw Denim,1,228.0,False
ORD-000140,ECOM-00011,online,,2026-04-25,TOK-00122,SKU-009,26,Black,1,126.42,True
ORD-000141,ECOM-00011,online,,2025-04-11,TOK-00122,SKU-008,33,Black,1,109.63,True
ORD-000142,ECOM-00011,online,,2024-11-26,TOK-00122,SKU-016,M,Black,2,296.0,False
ORD-000143,POS-00023,in_store,SoHo,6/11/2025,,SKU-001,28,Stone Wash,1,168.0,False
ORD-000144,POS-00023,in_store,SoHo,7/12/2025,,SKU-016,M,Raw Denim,2,296.0,False
ORD-000145,ECOM-00011,online,,2026-03-26,TOK-00122,SKU-013,M,Raw Denim,1,218.0,False
ORD-000146,ECOM-00011,online,,2025-12-31,TOK-00122,SKU-002,32,Indigo,1,178.0,False
ORD-000147,POS-00023,in_store,SoHo,5/29/2025,,SKU-002,32,Stone Wash,1,178.0,False
ORD-000148,POS-00024,in_store,SoHo,4/2/2026,,SKU-010,33,Indigo,1,208.0,False
ORD-000149,POS-00024,in_store,Flatiron,3/18/2025,,SKU-004,26,Raw Denim,2,396.0,False
ORD-000150,POS-00024,in_store,Flatiron,11/12/2025,,SKU-006,31,Raw Denim,2,376.0,False
ORD-000151,POS-00024,in_store,Flatiron,11/12/2025,,SKU-006,25,Indigo,1,188.0,False
ORD-000152,POS-00024,in_store,Flatiron,1/13/2026,,SKU-006,30,Raw Denim,1,188.0,False
ORD-000153,POS-00024,in_store,Flatiron,5/18/2025,,SKU-005,26,Vintage Blue,1,178.0,False
ORD-000154,POS-00024,in_store,Flatiron,6/19/2025,,SKU-005,27,Indigo,1,178.0,False
ORD-000155,POS-00024,in_store,Flatiron,5/10/2026,,SKU-001,33,Stone Wash,1,168.0,False
ORD-000156,POS-00024,in_store,Flatiron,3/13/2026,,SKU-001,27,Raw Denim,1,168.0,False
ORD-000157,ECOM-00012,online,,2025-01-10,,SKU-002,26,Black,1,178.0,False
ORD-000158,ECOM-00012,online,,2024-11-07,,SKU-002,34,Raw Denim,1,178.0,False
ORD-000159,ECOM-00012,online,,2024-09-09,,SKU-002,25,Stone Wash,2,233.84,True
ORD-000160,ECOM-00012,online,,2026-04-19,,SKU-006,31,Vintage Blue,1,188.0,False
ORD-000161,ECOM-00012,online,,2024-09-15,,SKU-010,29,White,2,416.0,False
ORD-000162,ECOM-00012,online,,2025-08-23,,SKU-003,28,Stone Wash,1,178.0,False
ORD-000163,ECOM-00012,online,,2025-03-20,,SKU-011,XL,Raw Denim,1,228.0,False
ORD-000164,POS-00025,in_store,Bleecker,5/27/2026,,SKU-010,30,Raw Denim,1,208.0,False
ORD-000165,POS-00026,in_store,Flatiron,4/26/2026,,SKU-016,L,Black,2,296.0,False
ORD-000166,POS-00026,in_store,,11 Mar 2025,,SKU-004,27,Raw Denim,2,396.0,False
ORD-000167,POS-00026,in_store,,6/15/2025,,SKU-007,28,White,1,168.0,False
ORD-000168,POS-00026,in_store,Madison Ave,17 Oct 2025,,SKU-001,26,Black,1,168.0,False
ORD-000169,POS-00028,in_store,Madison Ave,27 Jun 2026,,SKU-005,34,Stone Wash,2,356.0,False
ORD-000170,POS-00028,in_store,Bleecker,6/12/2026,,SKU-002,32,White,1,178.0,False
ORD-000171,POS-00027,in_store,Bleecker,5/10/2026,,SKU-012,XS,Black,1,197.59,True
ORD-000172,POS-00027,in_store,Bleecker,5/25/2026,,SKU-004,28,Vintage Blue,2,396.0,False
ORD-000173,POS-00028,in_store,Bleecker,6/17/2026,,SKU-012,L,Stone Wash,1,248.0,False
ORD-000174,POS-00029,in_store,,1/7/2026,,SKU-016,XL,Black,1,148.0,False
ORD-000175,POS-00029,in_store,Bleecker,5/21/2026,,SKU-005,27,Vintage Blue,1,178.0,False
ORD-000176,POS-00029,in_store,Flatiron,5/15/2025,,SKU-003,29,Stone Wash,2,268.16,True
ORD-000177,POS-00029,in_store,Flatiron,5/16/2026,,SKU-007,29,Black,1,168.0,False
ORD-000178,POS-00029,in_store,Madison Ave,09 Sep 2025,,SKU-009,25,Indigo,2,336.0,False
ORD-000179,POS-00029,in_store,Flatiron,10/19/2025,,SKU-009,26,Vintage Blue,1,168.0,False
ORD-000180,POS-00029,in_store,Flatiron,3/2/2026,,SKU-015,XS,Black,1,208.0,False
ORD-000181,POS-00029,in_store,Flatiron,5/20/2025,,SKU-013,S,Raw Denim,1,218.0,False
ORD-000182,POS-00029,in_store,Madison Ave,14 May 2026,,SKU-005,25,Vintage Blue,1,178.0,False
ORD-000183,POS-00029,in_store,Flatiron,8/15/2025,,SKU-009,29,Stone Wash,1,168.0,False
ORD-000184,POS-00029,in_store,SoHo,12/11/2025,,SKU-003,31,Indigo,1,178.0,False
ORD-000185,POS-00030,in_store,Flatiron,9/4/2025,TOK-00001,SKU-005,32,Indigo,1,178.0,False
ORD-000186,POS-00030,in_store,Flatiron,2/5/2026,TOK-00001,SKU-010,32,Stone Wash,1,208.0,False
ORD-000187,POS-00030,in_store,Flatiron,11/11/2025,TOK-00001,SKU-011,S,Raw Denim,1,228.0,False
ORD-000188,POS-00031,in_store,Flatiron,10/10/2025,TOK-00001,SKU-003,33,Stone Wash,1,178.0,False
ORD-000189,POS-00031,in_store,Flatiron,1/25/2026,TOK-00001,SKU-013,XS,Indigo,1,218.0,False
ORD-000190,POS-00031,in_store,Flatiron,5/8/2026,TOK-00001,SKU-003,27,Black,2,356.0,False
ORD-000191,POS-00030,in_store,Bleecker,10/27/2025,TOK-00001,SKU-013,XL,Raw Denim,1,218.0,False
ORD-000192,POS-00031,in_store,Flatiron,5/25/2026,TOK-00001,SKU-014,M,Indigo,1,138.0,False
ORD-000193,POS-00031,in_store,SoHo,7/13/2025,TOK-00001,SKU-002,24,Vintage Blue,1,178.0,False
ORD-000194,POS-00030,in_store,Madison Ave,08 Jul 2025,TOK-00001,SKU-013,M,Raw Denim,1,218.0,False
ORD-000195,POS-00030,in_store,Flatiron,11/8/2025,TOK-00001,SKU-013,M,Raw Denim,1,218.0,False
ORD-000196,POS-00032,in_store,Bleecker,8/30/2025,TOK-00057,SKU-016,L,Black,1,148.0,False
ORD-000197,POS-00032,in_store,Flatiron,5/3/2026,TOK-00057,SKU-014,XL,Raw Denim,1,138.0,False
ORD-000198,POS-00032,in_store,Bleecker,4/9/2026,TOK-00057,SKU-008,32,White,1,178.0,False
ORD-000199,POS-00032,in_store,Bleecker,7/7/2025,TOK-00057,SKU-012,XS,Raw Denim,2,370.04,True
ORD-000200,POS-00032,in_store,Bleecker,7/28/2025,TOK-00057,SKU-003,27,Stone Wash,1,178.0,False
ORD-000201,POS-00033,in_store,SoHo,4/17/2026,TOK-00002,SKU-010,33,Indigo,2,416.0,False
ORD-000202,POS-00033,in_store,SoHo,3/20/2026,TOK-00002,SKU-011,L,Stone Wash,2,456.0,False
ORD-000203,POS-00034,in_store,SoHo,3/12/2026,TOK-00002,SKU-010,33,White,1,208.0,False
ORD-000204,POS-00033,in_store,SoHo,8/6/2025,TOK-00002,SKU-001,28,Stone Wash,1,168.0,False
ORD-000205,POS-00035,in_store,Flatiron,10/6/2025,,SKU-001,25,Raw Denim,1,168.0,False
ORD-000206,POS-00035,in_store,Flatiron,1/11/2026,,SKU-009,27,Stone Wash,1,168.0,False
ORD-000207,POS-00035,in_store,Flatiron,3/25/2025,,SKU-005,31,Stone Wash,1,178.0,False
ORD-000208,POS-00035,in_store,Bleecker,8/1/2025,,SKU-012,XS,Stone Wash,1,157.11,True
ORD-000209,POS-00035,in_store,Flatiron,4/30/2026,,SKU-008,30,Vintage Blue,1,178.0,False
ORD-000210,POS-00035,in_store,,3/19/2026,,SKU-015,L,Stone Wash,2,416.0,False
ORD-000211,POS-00035,in_store,Flatiron,6/26/2026,,SKU-014,XL,Stone Wash,1,138.0,False
ORD-000212,POS-00035,in_store,Flatiron,2/2/2026,,SKU-008,34,Raw Denim,1,178.0,False
ORD-000213,POS-00036,in_store,Madison Ave,09 Jun 2025,,SKU-003,24,Stone Wash,1,122.68,True
ORD-000214,POS-00036,in_store,,9/10/2025,,SKU-003,24,Raw Denim,1,178.0,False
ORD-000215,POS-00036,in_store,Madison Ave,18 Jul 2025,,SKU-005,30,Vintage Blue,1,178.0,False
ORD-000216,POS-00037,in_store,SoHo,5/29/2026,TOK-00072,SKU-003,34,Stone Wash,2,356.0,False
ORD-000217,POS-00037,in_store,SoHo,4/21/2025,TOK-00072,SKU-002,30,Stone Wash,1,140.82,True
ORD-000218,POS-00037,in_store,SoHo,8/29/2025,TOK-00072,SKU-006,34,Stone Wash,1,188.0,False
ORD-000219,POS-00037,in_store,,5/21/2025,TOK-00072,SKU-003,33,Vintage Blue,1,178.0,False
ORD-000220,ECOM-00013,online,,2025-08-01,TOK-00123,SKU-001,24,Vintage Blue,1,111.88,True
ORD-000221,POS-00037,in_store,SoHo,6/22/2026,TOK-00072,SKU-013,XS,Black,1,218.0,False
ORD-000222,ECOM-00013,online,,2026-01-18,TOK-00123,SKU-004,33,Raw Denim,2,396.0,False
ORD-000223,POS-00039,in_store,SoHo,3/30/2026,,SKU-003,29,Raw Denim,2,356.0,False
ORD-000224,POS-00039,in_store,SoHo,4/15/2026,,SKU-002,30,Vintage Blue,1,178.0,False
ORD-000225,POS-00038,in_store,SoHo,4/19/2025,,SKU-015,S,Black,1,166.25,True
ORD-000226,POS-00038,in_store,SoHo,6/20/2024,,SKU-010,31,Raw Denim,2,416.0,False
ORD-000227,ECOM-00014,online,,2026-05-19,TOK-00160,SKU-002,29,Vintage Blue,1,135.53,True
ORD-000228,ECOM-00014,online,,2026-07-05,TOK-00160,SKU-015,XL,Black,1,208.0,False
ORD-000229,ECOM-00014,online,,2026-03-12,TOK-00160,SKU-002,26,Stone Wash,1,178.0,False
ORD-000230,ECOM-00014,online,,2026-03-05,TOK-00160,SKU-008,34,Black,1,178.0,False
ORD-000231,ECOM-00014,online,,2026-05-11,TOK-00160,SKU-004,31,Raw Denim,1,198.0,False
ORD-000232,ECOM-00014,online,,2026-03-21,TOK-00160,SKU-004,31,Raw Denim,1,198.0,False
ORD-000233,ECOM-00014,online,,2026-04-14,TOK-00160,SKU-014,M,Raw Denim,1,138.0,False
ORD-000234,POS-00040,in_store,Flatiron,2/21/2026,,SKU-006,29,Indigo,1,128.41,True
ORD-000235,POS-00040,in_store,Flatiron,4/20/2026,,SKU-002,26,Indigo,1,178.0,False
ORD-000236,POS-00040,in_store,Madison Ave,02 May 2026,,SKU-001,26,Indigo,1,168.0,False
ORD-000237,POS-00040,in_store,Flatiron,4/29/2026,,SKU-007,26,Vintage Blue,1,168.0,False
ORD-000238,POS-00040,in_store,Madison Ave,30 May 2026,,SKU-016,XL,Indigo,1,148.0,False
ORD-000239,POS-00040,in_store,Flatiron,5/20/2026,,SKU-004,32,Indigo,1,198.0,False
ORD-000240,POS-00041,in_store,Bleecker,2/16/2026,TOK-00058,SKU-004,26,Vintage Blue,1,198.0,False
ORD-000241,POS-00041,in_store,SoHo,10/20/2025,TOK-00058,SKU-012,M,Black,1,248.0,False
ORD-000242,POS-00041,in_store,SoHo,10/24/2025,TOK-00058,SKU-006,26,Indigo,1,146.45,True
ORD-000243,POS-00041,in_store,SoHo,3/13/2026,TOK-00058,SKU-011,S,Indigo,1,170.44,True
ORD-000244,POS-00041,in_store,SoHo,1/18/2026,TOK-00058,SKU-016,XS,Raw Denim,1,148.0,False
ORD-000245,POS-00041,in_store,SoHo,4/7/2026,TOK-00058,SKU-007,34,White,2,336.0,False
ORD-000246,POS-00041,in_store,SoHo,10/28/2025,TOK-00058,SKU-004,31,Stone Wash,1,198.0,False
ORD-000247,POS-00041,in_store,Bleecker,12/24/2025,TOK-00058,SKU-008,25,Stone Wash,2,356.0,False
ORD-000248,POS-00041,in_store,SoHo,5/22/2026,TOK-00058,SKU-014,S,Black,1,138.0,False
ORD-000249,POS-00041,in_store,Madison Ave,29 Apr 2026,TOK-00058,SKU-002,31,Vintage Blue,1,125.71,True
ORD-000250,POS-00041,in_store,Madison Ave,17 May 2026,TOK-00058,SKU-003,32,Indigo,1,178.0,False
ORD-000251,POS-00042,in_store,Flatiron,6/12/2025,,SKU-003,24,Stone Wash,1,123.15,True
ORD-000252,POS-00042,in_store,Flatiron,1/2/2025,,SKU-013,S,Stone Wash,1,218.0,False
ORD-000253,POS-00042,in_store,Madison Ave,12 Sep 2025,,SKU-011,XL,Indigo,1,228.0,False
ORD-000254,POS-00042,in_store,Madison Ave,11 May 2026,,SKU-002,32,Vintage Blue,1,120.43,True
ORD-000255,POS-00042,in_store,Flatiron,8/23/2025,,SKU-003,32,Vintage Blue,1,118.72,True
ORD-000256,POS-00042,in_store,Flatiron,3/31/2026,,SKU-007,27,White,1,168.0,False
ORD-000257,POS-00044,in_store,Flatiron,3/9/2026,TOK-00086,SKU-004,31,Vintage Blue,1,198.0,False
ORD-000258,ECOM-00015,online,,2025-12-24,,SKU-012,XS,Black,2,496.0,False
ORD-000259,POS-00043,in_store,Flatiron,4/23/2025,,SKU-009,25,Vintage Blue,1,107.66,True
ORD-000260,ECOM-00015,online,,2025-05-18,,SKU-010,30,Vintage Blue,1,139.22,True
